_id,ine,equipe,cnes,usf,endereco,especialidade,consultas,tipo,procedimentos,atencao,periodo
279,155136,Jordão Baixo II,3153479,US 299 PSF JORDAO BAIXO,"RUA JOSE MARTORANO, 100,JORDAO BAIXO CEP:51260-760 ","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",1998,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",3533,Atenção Básica,Janeiro a Dezembro 2023
280,155101,Jordão Baixo III,3153479,US 299 PSF JORDAO BAIXO,"RUA JOSE MARTORANO, 100,JORDAO BAIXO CEP:51260-760 ","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",2321,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",4827,Atenção Básica,Janeiro a Dezembro 2023
281,155373,Alto da Bela Vista,3380300,US 317 PSF ALTO DA BELA VISTA,"RUA DERMEVAL LOBAO, 672, IBURA,CEP:51240-390 ","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",1871,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",3391,Atenção Básica,Janeiro a Dezembro 2023
282,155462,Vila do SESI I,3470253,US 312 PSF VILA DO SESI,"RUA PROF FERNANDO MOTA, 217,IBURACEP: 51230-250","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",3338,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",5709,Atenção Básica,Janeiro a Dezembro 2023
283,155470,Vila do SESI II,3470253,US 312 PSF VILA DO SESI,"RUA PROF FERNANDO MOTA, 217,IBURACEP: 51230-250","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",3686,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",7395,Atenção Básica,Janeiro a Dezembro 2023
284,155454,Vila do SESI III,3470253,US 312 PSF VILA DO SESI,"RUA PROF FERNANDO MOTA, 217,IBURACEP: 51230-250","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",2988,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",4644,Atenção Básica,Janeiro a Dezembro 2023
285,2399318,Vila de SESI IV,3470253,US 312 PSF VILA DO SESI,"RUA PROF FERNANDO MOTA, 217,IBURACEP: 51230-250","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",225,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",373,Atenção Básica,Janeiro a Dezembro 2023
286,155586,UR-3 I,3562638,US 315 PSF UR 3,"AV ENGENHO BABILONIA, 168, COHAB CEP:51270-080","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",5148,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",6409,Atenção Básica,Janeiro a Dezembro 2023
287,155578,UR-3 II,3562638,US 315 PSF UR 3,"AV ENGENHO BABILONIA, 168, COHAB CEP:51270-080","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",2709,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",4935,Atenção Básica,Janeiro a Dezembro 2023
288,155624,Zumbi do Pacheco I,3569322,US 313 PSF TRES CARNEIROS DE BAIXO ZUMBI DO PACHECO,"AV CAMPO VERDE. S/NIBURA,CEP:51330-430","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",1733,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",2753,Atenção Básica,Janeiro a Dezembro 2023
289,155632,Zumbi do Pacheco II,3569322,US 313 PSF TRES CARNEIROS DE BAIXO ZUMBI DO PACHECO,"AV CAMPO VERDE. S/NIBURA,CEP:51330-430","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",1561,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",2058,Atenção Básica,Janeiro a Dezembro 2023
290,155616,Zumbi do Pacheco III,3569322,US 313 PSF TRES CARNEIROS DE BAIXO ZUMBI DO PACHECO,"AV CAMPO VERDE. S/NIBURA,CEP:51330-430","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",1465,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",2220,Atenção Básica,Janeiro a Dezembro 2023
291,155640,Agua Viva,3569349,US 311 PSF AGUA VIVA,"RUA PORTO NACIONAL,30,IBURA,               CEP:51240-130","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",2295,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",6707,Atenção Básica,Janeiro a Dezembro 2023
292,155675,Rio da Prata I,3639827,US 154 USF RIO PAJEU,"RUA RIO PAJEU,S/N,IBURA,                    CEP:51230-360","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",3441,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",7545,Atenção Básica,Janeiro a Dezembro 2023
293,155659,Rio da Prata II,3639827,US 154 USF RIO PAJEU,"RUA RIO PAJEU,S/N,IBURA,                    CEP:51230-360","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",2927,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",6895,Atenção Básica,Janeiro a Dezembro 2023
294,155667,Rio da Prata III,3639827,US 154 USF RIO PAJEU,"RUA RIO PAJEU,S/N,IBURA,                    CEP:51230-360","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",3930,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",9468,Atenção Básica,Janeiro a Dezembro 2023
295,2399652,Rio do Pajeu IV,3639827,US 154 USF RIO PAJEU,"RUA RIO PAJEU,S/N,IBURA,                    CEP:51230-360","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",438,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",1019,Atenção Básica,Janeiro a Dezembro 2023
296,1690698,Rio da Prata,9890327,US 314 PSF RIO DA PRATA,"RUA RIO DA PRATA,455,IBURA,                   CEP:51240-000","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",2142,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",4057,Atenção Básica,Janeiro a Dezembro 2023
297,155845,Pantanal I,5392039,US 341 PSF PROF FERNANDO FIGUEIRA,"RUA BANDEIRANTE RAPOSO TAVARES,S/N,COHAB/IBURA,CEP:51345-740","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",3131,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",7201,Atenção Básica,Janeiro a Dezembro 2023
298,155853,Pantanal II,5392039,US 341 PSF PROF FERNANDO FIGUEIRA,"RUA BANDEIRANTE RAPOSO TAVARES,S/N,COHAB/IBURA,CEP:51345-740","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",2546,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",5242,Atenção Básica,Janeiro a Dezembro 2023
299,155950,Alto da Jaqueira I,5653304,US 346 PSF ALTO DA JAQUEIRA,"RUA 22 DE AGOSTO,S/N,JORDAO,          CEP:51250-090","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",3046,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",3634,Atenção Básica,Janeiro a Dezembro 2023
300,155969,Alto da Jaqueira II,5653304,US 346 PSF ALTO DA JAQUEIRA,"RUA 22 DE AGOSTO,S/N,JORDAO,          CEP:51250-090","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",1492,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",3443,Atenção Básica,Janeiro a Dezembro 2023
301,155985,Parque do Milagre I,5656893,US 347 PSF PARQUE DO MILAGRE,"RUA CLARA NUNES,S/N,BARRO,                CEP:51275-150","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",2634,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",4630,Atenção Básica,Janeiro a Dezembro 2023
302,155977,Parque do Milagre II,5656893,US 347 PSF PARQUE DO MILAGRE,"RUA CLARA NUNES,S/N,BARRO,                CEP:51275-150","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",875,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",1970,Atenção Básica,Janeiro a Dezembro 2023
303,156035,Paz e Amor I,6362494,US 351 PSF PAZ E AMOR,"RUA SENADOR POMPEU,40,IBURA DE BAIXO,CEP:51220-270","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",1534,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",3838,Atenção Básica,Janeiro a Dezembro 2023
304,156027,Paz e Amor II,6362494,US 351 PSF PAZ E AMOR,"RUA SENADOR POMPEU,40,IBURA DE BAIXO,CEP:51220-270","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",2469,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",5807,Atenção Básica,Janeiro a Dezembro 2023
305,156116,Cidade Operaria I,6691285,US 373 PSF CIDADE OPERARIA,"RUA EMILIO MONTEIRO DA FONSECA,1688,IBURA DE BAIXO,CEP:51240-490","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",3333,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",5462,Atenção Básica,Janeiro a Dezembro 2023
306,156108,Cidade Operaria II,6691285,US 373 PSF CIDADE OPERARIA,"RUA EMILIO MONTEIRO DA FONSECA,1688,IBURA DE BAIXO,CEP:51240-490","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",2946,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",6557,Atenção Básica,Janeiro a Dezembro 2023
307,156094,Cidade Operaria III,6691285,US 373 PSF CIDADE OPERARIA,"RUA EMILIO MONTEIRO DA FONSECA,1688,IBURA DE BAIXO,CEP:51240-490","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",3386,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",5713,Atenção Básica,Janeiro a Dezembro 2023
308,154636,UR 1 - Vila,1082,US 104 CS SEBASTIAO IVO RABELO,"AV CAMPINA GRANDE,S/N,UR 1,                  COHAB,CEP:51290-040","Médico(a), Enfermeiro(a) e Técnico(a)de Enfermagem",1481,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",2825,Atenção Básica,Janeiro a Dezembro 2023
309,1773291,Coque I ESB,1252,US 218 PSF COQUE,"Rua Guapirama, 65, Ilha Joana Bezerra, CEP:50080-730","Cirurgião(ã) Dentista, Auxiliar de Saúde Bucal, Técnico(a) de Saúde Bucal",1337,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",2552,Atenção Básica,Janeiro a Dezembro 2023
310,1727001,Coque II ESB,1252,US 218 PSF COQUE,"Rua Guapirama, 65, Ilha Joana Bezerra, CEP:50080-730","Cirurgião(ã) Dentista, Auxiliar de Saúde Bucal, Técnico(a) de Saúde Bucal","","Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",,Atenção Básica,Janeiro a Dezembro 2023
311,1795066,Santa Terezinha II ESB,22187,US 232 PSF ILHA SANTA TEREZINHA,"Rua Artemis, 09,Santo Amaro,CEP51110470","Cirurgião(ã) Dentista, Auxiliar de Saúde Bucal, Técnico(a) de Saúde Bucal",1933,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",4265,Atenção Básica,Janeiro a Dezembro 2023
312,1722034,Coelhos I - Rua Ibiturana ESB,22195,US 240 PSF COELHOS I,"Rua Bituruna,110,Coelhos, CEP:50060-000","Cirurgião(ã) Dentista, Auxiliar de Saúde Bucal, Técnico(a) de Saúde Bucal",1173,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",2181,Atenção Básica,Janeiro a Dezembro 2023
313,1795481,Coelhos II - Cais José Mariano,22209,US 241 PSF COELHOS II,"Rua DR Jose Mariano,699,Coelhos, CEP:50060-315","Cirurgião(ã) Dentista, Auxiliar de Saúde Bucal, Técnico(a) de Saúde Bucal",622,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",900,Atenção Básica,Janeiro a Dezembro 2023
314,1726811,Santo Amaro I - Sítio do Céu ESB,9384324,US 404 PSF SANTO AMARO III,"AV. Norte Miguel Arraes de Alencar,1271, CEP:50100-000","Cirurgião(ã) Dentista, Auxiliar de Saúde Bucal, Técnico(a) de Saúde Bucal",1976,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",2421,Atenção Básica,Janeiro a Dezembro 2023
315,1886681,Santo Amaro I - ESB,22225,US 243 PSF SANTO AMARO II,"Rua Buarque de Macedo,65,Santo Amaro, CEP:50110-340","Cirurgião(ã) Dentista, Auxiliar de Saúde Bucal, Técnico(a) de Saúde Bucal",918,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",2375,Atenção Básica,Janeiro a Dezembro 2023
316,2110156,Pilar ESB,28665,US 278 PSF NOSSA SRA DO PILAR BAIRRO DO RECIFE,"Rua do Brum BR um,339,Recife CEP:50030-260","Cirurgião(ã) Dentista, Auxiliar de Saúde Bucal, Técnico(a) de Saúde Bucal",873,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",2266,Atenção Básica,Janeiro a Dezembro 2023
317,1773658,São José do Coque II ESB,29130,US 285 PSF SAO JOSE DO COQUE,"AV.Central,S/N,Ilha Joana Bezerra,CEP:50080-705","Cirurgião(ã) Dentista, Auxiliar de Saúde Bucal, Técnico(a) de Saúde Bucal",1024,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",1616,Atenção Básica,Janeiro a Dezembro 2023
318,1760564,São José do Coque I ESB,29130,US 285 PSF SAO JOSE DO COQUE,"AV.Central,S/N,Ilha Joana Bezerra,CEP:50080-705","Cirurgião(ã) Dentista, Auxiliar de Saúde Bucal, Técnico(a) de Saúde Bucal",828,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",1774,Atenção Básica,Janeiro a Dezembro 2023
319,2284022,Cabanga ESB,3862836,US 334 PSF CABANGA,"RU Escritor Souza Barros,273,Cabanga, CEP:50090-410","Cirurgião(ã) Dentista, Auxiliar de Saúde Bucal, Técnico(a) de Saúde Bucal",1507,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",4045,Atenção Básica,Janeiro a Dezembro 2023
320,1887483,Beberibe I ESB,825,US 155 CS PROF MONTEIRO DE MORAIS,"AV.Beberibe,4510,Beberibe,                   CEP:52130-000","Cirurgião(ã) Dentista, Auxiliar de Saúde Bucal, Técnico(a) de Saúde Bucal",641,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",1185,Atenção Básica,Janeiro a Dezembro 2023
321,1727699,Luiz Wilson I ESB,876,US 138 CS DR LUIZ WILSOM,"Rua Chã de Alegria,S/N,Bomba do Hemetério,CEP:52211-130","Cirurgião(ã) Dentista, Auxiliar de Saúde Bucal, Técnico(a) de Saúde Bucal",926,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",1929,Atenção Básica,Janeiro a Dezembro 2023
322,1791540,Luiz Wilson II ESB,876,US 138 CS DR LUIZ WILSOM,"Rua Chã de Alegria,S/N,Bomba do Hemetério,CEP:52211-130","Cirurgião(ã) Dentista, Auxiliar de Saúde Bucal, Técnico(a) de Saúde Bucal",798,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",2234,Atenção Básica,Janeiro a Dezembro 2023
323,1794167,Luiz Wilson IV ESB,876,US 138 CS DR LUIZ WILSOM,"Rua Chã de Alegria,S/N,Bomba do Hemetério,CEP:52211-130","Cirurgião(ã) Dentista, Auxiliar de Saúde Bucal, Técnico(a) de Saúde Bucal",416,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",692,Atenção Básica,Janeiro a Dezembro 2023
324,1793845,Luiz Wilson III ESB,876,US 138 CS DR LUIZ WILSOM,"Rua Chã de Alegria,S/N,Bomba do Hemetério,CEP:52211-130","Cirurgião(ã) Dentista, Auxiliar de Saúde Bucal, Técnico(a) de Saúde Bucal",370,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",845,Atenção Básica,Janeiro a Dezembro 2023
325,1801279,Ilha de Joaneiro I ESB,2135,US 221 PSF ILHA DE JOANEIRO,"Rua Marechal Deodoro,688,Campo Grande, CEP:52031-440","Cirurgião(ã) Dentista, Auxiliar de Saúde Bucal, Técnico(a) de Saúde Bucal","","Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",,Atenção Básica,Janeiro a Dezembro 2023
326,1727958,Chão de Estrela I ESB,22233,US 226 PSF CHAO DE ESTRELAS,"Rua DR Elias Gomes,65,Campina do Barreto,CEP:52121-220","Cirurgião(ã) Dentista, Auxiliar de Saúde Bucal, Técnico(a) de Saúde Bucal",559,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",950,Atenção Básica,Janeiro a Dezembro 2023
327,1799231,Chão de Estrela II ESB,22233,US 226 PSF CHAO DE ESTRELAS,"Rua DR Elias Gomes,65,Campina do Barreto,CEP:52121-220","Cirurgião(ã) Dentista, Auxiliar de Saúde Bucal, Técnico(a) de Saúde Bucal",302,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",816,Atenção Básica,Janeiro a Dezembro 2023
328,1773585,Chão de Estrela III ESB  ,22233,US 226 PSF CHAO DE ESTRELAS,"Rua DR Elias Gomes,65,Campina do Barreto,CEP:52121-220","Cirurgião(ã) Dentista, Auxiliar de Saúde Bucal, Técnico(a) de Saúde Bucal",411,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",1573,Atenção Básica,Janeiro a Dezembro 2023
329,1728113,Francisco Areisas I ESB,22268,US 244 PSF PROF ANTONIO FRANCISCO AREIAS,"AV Prof Jose dos Anjos,S/N,Arruda,CEP:52120-400","Cirurgião(ã) Dentista, Auxiliar de Saúde Bucal, Técnico(a) de Saúde Bucal",1049,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",2274,Atenção Básica,Janeiro a Dezembro 2023
330,1801104,José Severiano I ESB,26328,US 262 PSF JOSE SEVERIANO DA SILVA,"Av Jeronimo Vilela,794,Campo Grande,CEP:52040-180","Cirurgião(ã) Dentista, Auxiliar de Saúde Bucal, Técnico(a) de Saúde Bucal",767,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",1408,Atenção Básica,Janeiro a Dezembro 2023
331,2301857,José Severiano II ESB ,26328,US 262 PSF JOSE SEVERIANO DA SILVA,"Av Jeronimo Vilela,794,Campo Grande,CEP:52040-180","Cirurgião(ã) Dentista, Auxiliar de Saúde Bucal, Técnico(a) de Saúde Bucal",1093,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",2935,Atenção Básica,Janeiro a Dezembro 2023
332,2301873,José Severiano III ESB,26328,US 262 PSF JOSE SEVERIANO DA SILVA,"Av Jeronimo Vilela,794,Campo Grande,CEP:52040-180","Cirurgião(ã) Dentista, Auxiliar de Saúde Bucal, Técnico(a) de Saúde Bucal",596,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",1402,Atenção Básica,Janeiro a Dezembro 2023
333,1887386,Bianor Teodosio I ESB,28088,US 273 PSF BIANOR TEODOSIO,"AV.Hidelbrando de Vasconcelos,S/N,      Dois Unidos, CEP:52160-000","Cirurgião(ã) Dentista, Auxiliar de Saúde Bucal, Técnico(a) de Saúde Bucal",615,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",1334,Atenção Básica,Janeiro a Dezembro 2023
334,1789880,Tia Regina I ESB,28096,US 274 PSF TIA REGINA,"Rua Córrego do Deodato,315,Agua Fria, CEP:52211-250","Cirurgião(ã) Dentista, Auxiliar de Saúde Bucal, Técnico(a) de Saúde Bucal",1280,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",2024,Atenção Básica,Janeiro a Dezembro 2023
335,1773321,Tia Regina II ESB,28096,US 274 PSF TIA REGINA,"Rua Córrego do Deodato,315,Agua Fria, CEP:52211-250","Cirurgião(ã) Dentista, Auxiliar de Saúde Bucal, Técnico(a) de Saúde Bucal",1412,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",2875,Atenção Básica,Janeiro a Dezembro 2023
336,1801155,Alto do Pascoal I ESB,28649,US 276 PSF ALTO DO PASCOAL,"av Anibal Benevolo,S/N,Linha do Tiro, CEP:52130-220","Cirurgião(ã) Dentista, Auxiliar de Saúde Bucal, Técnico(a) de Saúde Bucal",1244,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",1938,Atenção Básica,Janeiro a Dezembro 2023
337,1887254,Alto do Pascoal II ESB,28649,US 276 PSF ALTO DO PASCOAL,"av Anibal Benevolo,S/N,Linha do Tiro, CEP:52130-220","Cirurgião(ã) Dentista, Auxiliar de Saúde Bucal, Técnico(a) de Saúde Bucal",1133,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",2808,Atenção Básica,Janeiro a Dezembro 2023
338,2269171,Alto do Pascoal III ESB,28649,US 276 PSF ALTO DO PASCOAL,"av Anibal Benevolo,S/N,Linha do Tiro, CEP:52130-220","Cirurgião(ã) Dentista, Auxiliar de Saúde Bucal, Técnico(a) de Saúde Bucal",1142,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",2263,Atenção Básica,Janeiro a Dezembro 2023
339,2269228,Alto do Pascoal IV ESB,28649,US 276 PSF ALTO DO PASCOAL,"av Anibal Benevolo,S/N,Linha do Tiro, CEP:52130-220","Cirurgião(ã) Dentista, Auxiliar de Saúde Bucal, Técnico(a) de Saúde Bucal",1175,"Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",2589,Atenção Básica,Janeiro a Dezembro 2023
340,1728342,Irmã Terezinha I ESB,29122,US 286 PSF IRMA TEREZINHA,"Rua da Consolaçâo,09,Chao de Estrela,Peixinhos,CEP:52125-210","Cirurgião(ã) Dentista, Auxiliar de Saúde Bucal, Técnico(a) de Saúde Bucal","","Consulta Médica, Consulta Enfermagem, Consulta Odontológica, Distribuição e Administração de Medicamentos, Vacinas, Curativos, Testes Rápidos, Procedimentos Odontológicos",,Atenção Básica,Janeiro a Dezembro 2023
